ProductId,name,brand,main_category,sub_category,ratings,no_of_ratings,Price,Review,image,text
P000572,Foundry Sleeping Bag -5C - Keeps Warm,Foundry,sports & outdoors,camping,4.5,6659,322.31,Okay but I expected more for the money.,https://picsum.photos/seed/P000572/300/300,Foundry Sleeping Bag -5C - Keeps Warm camping sports & outdoors Foundry keeps warm compact durable materials Okay but I expected more for the money.
P000573,Meridian Portable Camp Stove - Durable Materials,Meridian,sports & outdoors,camping,4.7,1193,329.33,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000573/300/300,"Meridian Portable Camp Stove - Durable Materials camping sports & outdoors Meridian durable materials easy setup keeps warm A game changer for my daily routine, so glad I bought it."
P000574,Lumo LED Headlamp - Keeps Warm,Lumo,sports & outdoors,camping,4.5,5678,375.02,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000574/300/300,"Lumo LED Headlamp - Keeps Warm camping sports & outdoors Lumo keeps warm compact durable materials A game changer for my daily routine, so glad I bought it."
P000575,Peakline Insulated Water Bottle - Keeps Warm,Peakline,sports & outdoors,camping,4.9,1764,292.1,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000575/300/300,"Peakline Insulated Water Bottle - Keeps Warm camping sports & outdoors Peakline keeps warm durable materials easy setup Did not live up to the hype, a bit disappointed."
P000576,Everly Road Bike Helmet - Lightweight,Everly,sports & outdoors,cycling,4.7,1515,208.22,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000576/300/300,Everly Road Bike Helmet - Lightweight cycling sports & outdoors Everly lightweight easy to mount comfortable padding Excellent quality and does exactly what it promises.
P000577,Aurora LED Bike Light Set - Comfortable Padding,Aurora,sports & outdoors,cycling,3.6,4641,41.26,Okay but I expected more for the money.,https://picsum.photos/seed/P000577/300/300,Aurora LED Bike Light Set - Comfortable Padding cycling sports & outdoors Aurora comfortable padding easy to mount aerodynamic Okay but I expected more for the money.
P000578,Peakline Cycling Gloves - Easy To Mount,Peakline,sports & outdoors,cycling,3.7,3719,110.57,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000578/300/300,"Peakline Cycling Gloves - Easy To Mount cycling sports & outdoors Peakline easy to mount high visibility comfortable padding Good enough for the price, not amazing but does the job."
P000579,Everly Bike Repair Kit - Aerodynamic,Everly,sports & outdoors,cycling,3.7,3234,105.49,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000579/300/300,"Everly Bike Repair Kit - Aerodynamic cycling sports & outdoors Everly aerodynamic easy to mount adjustable fit Impressive build and performance, five stars from me."
P000580,NovaTech Insulated Bidon Bottle - Lightweight,NovaTech,sports & outdoors,cycling,4.3,2699,255.21,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000580/300/300,"NovaTech Insulated Bidon Bottle - Lightweight cycling sports & outdoors NovaTech lightweight aerodynamic high visibility Great value for the price, highly recommend to anyone."
P000581,Brightside Vitamin C Serum - Fast Absorbing,Brightside,beauty & personal care,skincare,4.6,2845,284.15,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000581/300/300,Brightside Vitamin C Serum - Fast Absorbing skincare beauty & personal care Brightside fast absorbing suitable for sensitive skin lightweight Solid choice with a couple of small trade-offs.
P000582,Lumo Daily Moisturizer SPF30 - Hydrating,Lumo,beauty & personal care,skincare,4.7,684,373.73,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000582/300/300,"Lumo Daily Moisturizer SPF30 - Hydrating skincare beauty & personal care Lumo hydrating fragrance free brightening Stopped working after a short while, not great."
P000583,Lumo Gentle Face Cleanser - Hydrating,Lumo,beauty & personal care,skincare,3.3,7412,281.67,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000583/300/300,"Lumo Gentle Face Cleanser - Hydrating skincare beauty & personal care Lumo hydrating lightweight fast absorbing Impressive build and performance, five stars from me."
P000584,Kestrel Retinol Night Cream - Lightweight,Kestrel,beauty & personal care,skincare,4.1,1232,264.01,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000584/300/300,"Kestrel Retinol Night Cream - Lightweight skincare beauty & personal care Kestrel lightweight brightening hydrating Well made and reliable, would buy again without hesitation."
P000585,Vantage Hydrating Sheet Mask Set - Suitable For Sensitive Skin,Vantage,beauty & personal care,skincare,3.0,2188,130.46,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000585/300/300,"Vantage Hydrating Sheet Mask Set - Suitable For Sensitive Skin skincare beauty & personal care Vantage suitable for sensitive skin fragrance free brightening Great value for the price, highly recommend to anyone."
P000586,Peakline Ionic Hair Dryer - Fast Drying,Peakline,beauty & personal care,hair care,4.3,5330,374.79,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000586/300/300,Peakline Ionic Hair Dryer - Fast Drying hair care beauty & personal care Peakline fast drying reduces frizz gentle on hair Excellent quality and does exactly what it promises.
P000587,Everly Ceramic Straightener - Compact,Everly,beauty & personal care,hair care,3.1,5760,160.98,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000587/300/300,"Everly Ceramic Straightener - Compact hair care beauty & personal care Everly compact even heat long cord Stopped working after a short while, not great."
P000588,Lumo Argan Oil Shampoo - Gentle On Hair,Lumo,beauty & personal care,hair care,4.5,6728,254.08,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000588/300/300,Lumo Argan Oil Shampoo - Gentle On Hair hair care beauty & personal care Lumo gentle on hair fast drying even heat Solid choice with a couple of small trade-offs.
P000589,NovaTech Detangling Brush - Gentle On Hair,NovaTech,beauty & personal care,hair care,3.5,1040,374.76,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000589/300/300,"NovaTech Detangling Brush - Gentle On Hair hair care beauty & personal care NovaTech gentle on hair fast drying compact A game changer for my daily routine, so glad I bought it."
P000590,Everly Curling Wand - Long Cord,Everly,beauty & personal care,hair care,3.9,3312,121.8,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000590/300/300,Everly Curling Wand - Long Cord hair care beauty & personal care Everly long cord gentle on hair even heat Solid choice with a couple of small trade-offs.
P000591,Aurora Family Strategy Board Game - Quick Setup,Aurora,toys & games,board games,3.6,2860,259.95,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000591/300/300,Aurora Family Strategy Board Game - Quick Setup board games toys & games Aurora quick setup great replay value quality components Solid choice with a couple of small trade-offs.
P000592,Cobalt Cooperative Card Game - Easy To Learn,Cobalt,toys & games,board games,4.5,4069,284.54,Okay but I expected more for the money.,https://picsum.photos/seed/P000592/300/300,Cobalt Cooperative Card Game - Easy To Learn board games toys & games Cobalt easy to learn fun for groups quick setup Okay but I expected more for the money.
P000593,Vantage Trivia Party Game - Great Replay Value,Vantage,toys & games,board games,3.7,6770,244.71,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000593/300/300,"Vantage Trivia Party Game - Great Replay Value board games toys & games Vantage great replay value easy to learn quality components Great value for the price, highly recommend to anyone."
P000594,Kestrel 2-Player Duel Game - Quality Components,Kestrel,toys & games,board games,3.2,5651,192.23,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000594/300/300,"Kestrel 2-Player Duel Game - Quality Components board games toys & games Kestrel quality components great replay value fun for groups Well made and reliable, would buy again without hesitation."
P000595,Meridian Legacy Campaign Game - Quality Components,Meridian,toys & games,board games,3.6,2227,108.9,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000595/300/300,"Meridian Legacy Campaign Game - Quality Components board games toys & games Meridian quality components engaging easy to learn Impressive build and performance, five stars from me."
P000596,Vantage 500-Piece Building Blocks - Safe Materials,Vantage,toys & games,building sets,3.2,1633,54.99,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000596/300/300,"Vantage 500-Piece Building Blocks - Safe Materials building sets toys & games Vantage safe materials creative educational Impressive build and performance, five stars from me."
P000597,Vantage Marble Run Kit - Safe Materials,Vantage,toys & games,building sets,3.0,6529,289.25,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000597/300/300,"Vantage Marble Run Kit - Safe Materials building sets toys & games Vantage safe materials compatible educational Impressive build and performance, five stars from me."
P000598,Lumo Magnetic Tiles Set - Compatible,Lumo,toys & games,building sets,3.1,7795,394.86,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000598/300/300,"Lumo Magnetic Tiles Set - Compatible building sets toys & games Lumo compatible safe materials hours of fun Great value for the price, highly recommend to anyone."
P000599,NovaTech Robotics Starter Kit - Hours Of Fun,NovaTech,toys & games,building sets,4.3,3869,213.08,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000599/300/300,"NovaTech Robotics Starter Kit - Hours Of Fun building sets toys & games NovaTech hours of fun educational safe materials Absolutely love this, exceeded my expectations and works perfectly."
P000600,Vantage Wooden Train Set - Educational,Vantage,toys & games,building sets,3.3,3203,83.39,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000600/300/300,"Vantage Wooden Train Set - Educational building sets toys & games Vantage educational hours of fun safe materials Absolutely love this, exceeded my expectations and works perfectly."
P000601,Lumo Wireless Over-Ear Headphones - Crisp Sound,Lumo,electronics,headphones,3.7,4048,326.66,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000601/300/300,"Lumo Wireless Over-Ear Headphones - Crisp Sound headphones electronics Lumo crisp sound noise cancelling clear microphone A game changer for my daily routine, so glad I bought it."
P000602,Cobalt Noise-Cancelling Earbuds - Long Battery Life,Cobalt,electronics,headphones,3.9,4092,347.25,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000602/300/300,"Cobalt Noise-Cancelling Earbuds - Long Battery Life headphones electronics Cobalt long battery life comfortable fit clear microphone Did not live up to the hype, a bit disappointed."
P000603,Everly Studio Monitor Headphones - Comfortable Fit,Everly,electronics,headphones,4.1,3099,176.76,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000603/300/300,"Everly Studio Monitor Headphones - Comfortable Fit headphones electronics Everly comfortable fit long battery life deep bass A game changer for my daily routine, so glad I bought it."
